filnavn,score
20230112_104115.jpg,
20230112_103952.jpg,
20230112_103944.jpg,
20230112_103927.jpg,
20230112_103918.jpg,
20230112_103914.jpg,
20230112_103905.jpg,
20230112_103823.jpg,
20230112_103818.jpg,
20230112_103803.jpg,
20230112_103750.jpg,
20230112_103742.jpg,
20230112_103732.jpg,
20230112_103717.jpg,
20230112_103710.jpg,
20230112_102216.jpg,
20230112_102215.jpg,
20230112_101936.jpg,
20230112_101934.jpg,
20230112_101929.jpg,
20230112_101921.jpg,
20230112_101915.jpg,
20230112_101911.jpg,
20230112_101902.jpg,
20230112_101900.jpg,
20230112_101858.jpg,
20230112_101852.jpg,
20230112_101845.jpg,
20230112_101841.jpg,
20230112_101833.jpg,
20230112_101825.jpg,
20230112_101822.jpg,
20230112_101813.jpg,
20230112_101758.jpg,
